transaction_id, customer_name, product_id, quantity, total_cost, transaction_date 
1297  , Amy White           , 832   , 1  , 367.24  , 2025-03-29
1298  , Glenn Glass         , 206   , 10 , 92.81   , 2025-03-14
1299  , Sarah Beasley       , 239   , 2  , 127.53  , 2025-03-18
1300  , William Fuller      , 872   , 10 , 2759.45 , 2025-02-20
1301  , Tara Espinoza       , 627   , 6  , 2789.36 , 2025-03-24
1302  , Megan Harmon        , 88    , 4  , 807.03  , 2025-04-05
1303  , Cameron Hart        , 287   , 9  , 2521.95 , 2025-03-03
1304  , Andrew Mcbride      , 308   , 5  , 488.77  , 2025-04-20
1305  , Victor Salazar      , 846   , 9  , 500.8   , 2025-03-17
1306  , Christine Cooper    , 128   , 8  , 3762.53 , 2025-03-25
1307  , Darren Jones        , 331   , 9  , 3768.04 , 2025-03-22
1308  , Christina Newman    , 649   , 6  , 1095.48 , 2025-02-23
1309  , Evelyn Fernandez    , 331   , 3  , 1256.01 , 2025-02-26
1310  , Christina Briggs    , 825   , 8  , 1111.08 , 2025-03-31
1311  , Arthur Sullivan     , 488   , 7  , 423.63  , 2025-03-05
1312  , Carrie Miller       , 4     , 7  , 852.91  , 2025-04-03
1313  , Rebecca Roman       , 196   , 9  , 2938.07 , 2025-04-06
1314  , William Byrd        , 203   , 8  , 399.4   , 2025-03-14
1315  , Victor Reed         , 256   , 6  , 1481.89 , 2025-03-08
1316  , Jamie Sexton        , 612   , 7  , 2894.97 , 2025-03-26
1317  , Summer Ross         , 298   , 4  , 427.5   , 2025-03-18
1318  , Blake Roberts       , 245   , 6  , 403.69  , 2025-02-25
1319  , Christopher Miller  , 222   , 3  , 1171.54 , 2025-05-01
1320  , Michael Hughes      , 707   , 8  , 109.88  , 2025-05-03
1321  , John Lambert        , 518   , 9  , 4228.71 , 2025-05-10
1322  , Kevin Hays Jr.      , 350   , 10 , 4455.22 , 2025-02-17
1323  , Susan Eaton         , 538   , 10 , 1390.58 , 2025-04-29
1324  , Ryan Jordan         , 758   , 1  , 168.98  , 2025-03-19
1325  , Jeffrey Richards    , 660   , 5  , 64.93   , 2025-05-06
1326  , Marissa Ramos       , 788   , 9  , 2658.59 , 2025-04-14
1327  , Amber Cummings      , 538   , 9  , 1251.52 , 2025-04-10
1328  , Michael Hicks       , 411   , 4  , 448.63  , 2025-04-25
1329  , Gilbert Gonzalez    , 618   , 2  , 465.15  , 2025-03-10
1330  , David Welch         , 670   , 1  , 284.65  , 2025-05-04
1331  , Benjamin Lucas      , 968   , 2  , 806.35  , 2025-04-29
1332  , Ashley Dixon        , 322   , 10 , 4374.0  , 2025-04-23
1333  , Patricia Young      , 295   , 8  , 3453.86 , 2025-04-03
1334  , Timothy Brown       , 744   , 10 , 1579.39 , 2025-03-10
1335  , William Green       , 242   , 7  , 1197.01 , 2025-03-26
1336  , Rachel Spencer DDS  , 594   , 9  , 605.28  , 2025-03-17
1337  , Thomas Boyd         , 290   , 4  , 1094.54 , 2025-02-13
1338  , Joseph Larsen       , 880   , 2  , 997.21  , 2025-02-28
1339  , Timothy Reyes       , 922   , 4  , 119.34  , 2025-03-04
1340  , Amanda Hicks        , 880   , 7  , 3490.23 , 2025-02-26
1341  , Jonathan Cervantes  , 430   , 8  , 1116.92 , 2025-05-04
1342  , Victoria Jones      , 697   , 3  , 218.13  , 2025-03-06
1343  , Travis Koch         , 886   , 4  , 398.22  , 2025-04-20
1344  , Christopher Martinez, 541   , 9  , 1643.06 , 2025-03-26
1345  , Eugene Ford         , 50    , 7  , 1758.96 , 2025-05-08
1346  , Christine Hernandez , 846   , 8  , 445.16  , 2025-04-22
1347  , Christine Jacobs    , 786   , 5  , 2023.87 , 2025-03-19
1348  , Stephen Jones       , 12    , 9  , 2159.21 , 2025-04-01
1349  , Andrew Cook         , 469   , 3  , 409.32  , 2025-03-23
1350  , Vincent Keith       , 125   , 5  , 2252.64 , 2025-03-06
1351  , Billy Arnold        , 335   , 7  , 535.87  , 2025-04-25
1352  , Charles Anthony     , 774   , 4  , 617.41  , 2025-04-01
1353  , Paul Kirk           , 638   , 5  , 1586.97 , 2025-04-08
1354  , Cameron Munoz       , 993   , 1  , 35.44   , 2025-04-29
1355  , Justin Jimenez      , 640   , 1  , 13.97   , 2025-03-06
1356  , Steven King         , 403   , 1  , 128.57  , 2025-03-11
1357  , Aaron Rodriguez     , 6     , 5  , 1988.52 , 2025-03-15
1358  , Sonya Goodman       , 293   , 2  , 482.8   , 2025-04-24
1359  , Joshua Odom         , 165   , 10 , 133.28  , 2025-03-25
1360  , Christina Collins   , 347   , 5  , 891.86  , 2025-05-12
1361  , Jared Watts         , 257   , 1  , 161.95  , 2025-03-09
1362  , Michael Medina      , 789   , 10 , 2419.38 , 2025-05-14
1363  , Anthony Alexander   , 227   , 8  , 1620.27 , 2025-04-16
1364  , Amber Carroll       , 666   , 5  , 1153.9  , 2025-03-27
1365  , Chase Garza         , 186   , 8  , 1395.51 , 2025-03-31
1366  , Sophia Kim          , 772   , 3  , 170.23  , 2025-03-22
1367  , Patricia Benson     , 136   , 9  , 2609.82 , 2025-05-07
1368  , Philip Stevens      , 178   , 7  , 3321.97 , 2025-02-17
1369  , David Short         , 321   , 4  , 565.41  , 2025-03-25
1370  , Sean Allen          , 229   , 6  , 1600.55 , 2025-04-18
1371  , Pamela Rush         , 942   , 1  , 489.14  , 2025-02-21
1372  , Matthew Hernandez   , 701   , 7  , 2623.84 , 2025-02-26
1373  , Laura Park          , 574   , 8  , 1272.41 , 2025-04-12
1374  , Michael Terry       , 502   , 2  , 510.45  , 2025-03-08
1375  , Terry Murphy        , 605   , 5  , 451.24  , 2025-04-21
1376  , Kelli Long          , 719   , 6  , 850.89  , 2025-03-10
1377  , Dana Pittman        , 739   , 6  , 608.6   , 2025-04-04
1378  , Katherine Lane      , 824   , 5  , 1621.04 , 2025-04-22
1379  , Timothy Griffin     , 916   , 5  , 1719.34 , 2025-03-23
1380  , Donna Church        , 45    , 9  , 1256.2  , 2025-04-14
1381  , Katherine Daniels   , 402   , 3  , 1235.53 , 2025-04-08
1382  , Michael Swanson     , 844   , 8  , 2594.6  , 2025-05-13
1383  , William Smith       , 161   , 4  , 1046.06 , 2025-04-20
1384  , Matthew Sanford     , 401   , 10 , 2513.55 , 2025-03-17
1385  , Christina Griffin   , 560   , 9  , 3434.11 , 2025-03-14
1386  , Mr. Wayne Hall      , 148   , 5  , 1023.67 , 2025-03-19
1387  , Julia Bridges       , 397   , 9  , 582.73  , 2025-03-19
1388  , Kristina Mcdaniel   , 968   , 1  , 403.17  , 2025-04-12
1389  , Diane Davis         , 173   , 4  , 661.77  , 2025-02-23
1390  , Nancy Moore         , 955   , 7  , 2338.59 , 2025-02-28
1391  , Mike Lopez          , 791   , 3  , 1017.97 , 2025-02-28
1392  , Megan Rodriguez     , 467   , 9  , 1169.78 , 2025-03-22
1393  , Brenda Weaver       , 614   , 3  , 391.96  , 2025-03-21
1394  , Stephanie Warren    , 478   , 9  , 4340.3  , 2025-04-05
1395  , Cameron Harris      , 72    , 3  , 124.04  , 2025-05-10
1396  , Maria Randall       , 234   , 8  , 1393.74 , 2025-03-10
1397  , Kendra French       , 623   , 4  , 109.58  , 2025-05-11
1398  , Angela Mcknight     , 130   , 8  , 2098.32 , 2025-04-13
1399  , Sarah Jones         , 291   , 7  , 2316.49 , 2025-05-06
1400  , Mr. Jacob White     , 623   , 2  , 54.79   , 2025-04-01
1401  , Warren King         , 170   , 8  , 3158.11 , 2025-04-11
1402  , Dustin Davis        , 448   , 2  , 287.57  , 2025-02-25
1403  , Gina Potter         , 408   , 7  , 2801.18 , 2025-04-25
1404  , Nicole Sanders      , 484   , 7  , 2016.64 , 2025-03-07
1405  , Diana Flores        , 701   , 1  , 374.83  , 2025-04-28
1406  , Ralph Torres        , 179   , 3  , 1353.73 , 2025-04-20
1407  , Heather Murray      , 663   , 2  , 889.71  , 2025-04-13
1408  , Kimberly Thompson   , 89    , 5  , 225.7   , 2025-03-27
1409  , Crystal Parks       , 115   , 1  , 448.47  , 2025-04-04
1410  , Nichole West        , 472   , 10 , 4426.18 , 2025-05-14
1411  , Nancy Brooks        , 643   , 5  , 1387.78 , 2025-02-24
1412  , Richard Gonzalez    , 282   , 10 , 3375.0  , 2025-02-25
1413  , Maria Ryan          , 472   , 2  , 885.24  , 2025-05-08
1414  , Michelle Roberts    , 145   , 6  , 2615.31 , 2025-02-13
1415  , Wendy Barry         , 241   , 4  , 1382.55 , 2025-04-16
1416  , David Garner        , 552   , 2  , 31.02   , 2025-03-19
1417  , Rebecca Clayton     , 94    , 5  , 1378.33 , 2025-04-12
1418  , Sharon Moran        , 246   , 10 , 4639.02 , 2025-03-19
1419  , Emily Lucas         , 887   , 7  , 1747.66 , 2025-03-14
1420  , Amanda Lewis        , 648   , 1  , 322.79  , 2025-05-01
1421  , Logan Clayton       , 995   , 6  , 569.9   , 2025-04-25
1422  , Ashley Allen        , 801   , 9  , 513.37  , 2025-03-04
1423  , Angel Reed          , 528   , 9  , 3534.63 , 2025-05-01
1424  , Peter Gonzalez      , 427   , 1  , 86.02   , 2025-03-07
1425  , Sean Norman         , 421   , 5  , 1644.74 , 2025-04-21
1426  , Amy Arias           , 573   , 9  , 3146.5  , 2025-04-30
1427  , Patricia Robinson   , 283   , 5  , 1819.08 , 2025-05-09
1428  , Harold Rice         , 793   , 2  , 800.66  , 2025-04-21
1429  , Richard Smith       , 879   , 2  , 86.96   , 2025-05-02
1430  , Gregory Klein       , 555   , 7  , 704.94  , 2025-02-17
1431  , Daniel Mendoza      , 25    , 6  , 1149.58 , 2025-02-25
1432  , Michelle Conway     , 443   , 5  , 1897.66 , 2025-03-21
1433  , Gabrielle Williams  , 443   , 8  , 3036.25 , 2025-04-20
1434  , William Lambert     , 936   , 3  , 244.86  , 2025-04-14
1435  , Melissa Barry       , 424   , 8  , 2263.87 , 2025-02-25
1436  , Anthony Smith       , 760   , 8  , 571.32  , 2025-05-08
1437  , Christine Phillips  , 657   , 2  , 599.18  , 2025-04-02
1438  , Stephanie Martinez  , 618   , 4  , 930.31  , 2025-02-27
1439  , Mrs. Rebecca Hahn   , 872   , 2  , 551.89  , 2025-04-20
1440  , Nicole Hamilton     , 840   , 4  , 430.56  , 2025-04-28
1441  , Adam Weber          , 339   , 2  , 149.82  , 2025-04-25
1442  , Jason Sanders       , 207   , 1  , 255.46  , 2025-02-15
1443  , Gabriel Austin      , 95    , 5  , 1906.4  , 2025-04-27
1444  , Adam Kelly          , 903   , 2  , 51.71   , 2025-03-28
1445  , Keith Nguyen        , 274   , 1  , 76.52   , 2025-03-27
1446  , Kimberly Thompson   , 646   , 6  , 1730.85 , 2025-04-09
1447  , Derek Sharp         , 879   , 3  , 130.45  , 2025-03-16
1448  , Christine Giles     , 795   , 9  , 1830.49 , 2025-02-25
1449  , Amy Miles           , 877   , 2  , 228.91  , 2025-05-08
1450  , Kathryn Frazier     , 45    , 3  , 418.73  , 2025-03-30
1451  , Christopher Phillips, 75    , 6  , 1369.01 , 2025-05-14
1452  , Bradley Cunningham  , 131   , 9  , 1450.26 , 2025-04-09
1453  , Jose Murray         , 426   , 10 , 858.55  , 2025-05-07
1454  , Michael Gallegos    , 497   , 4  , 539.17  , 2025-03-09
1455  , Patrick Bates Jr.   , 751   , 10 , 3779.62 , 2025-04-08
1456  , Jonathan Coleman    , 979   , 9  , 2130.59 , 2025-03-13
1457  , Robert Gilbert      , 704   , 7  , 2948.7  , 2025-03-02
1458  , Sandra Miller       , 112   , 2  , 486.43  , 2025-03-15
1459  , Tara Fernandez      , 726   , 10 , 1353.49 , 2025-05-12
1460  , Grace Baker         , 930   , 1  , 476.05  , 2025-05-12
1461  , Justin Wells        , 346   , 10 , 2822.03 , 2025-04-17
1462  , Heather Lopez       , 640   , 7  , 97.8    , 2025-04-22
1463  , Brian Charles       , 912   , 7  , 1858.82 , 2025-05-01
1464  , Jerome Turner       , 285   , 3  , 877.5   , 2025-02-14
1465  , Tiffany Johnson     , 511   , 9  , 528.21  , 2025-05-10
1466  , Karen Jarvis        , 543   , 9  , 3802.79 , 2025-04-21
1467  , Douglas Ashley      , 786   , 4  , 1619.1  , 2025-04-09
1468  , Julia Johnson       , 878   , 10 , 4015.59 , 2025-05-11
1469  , Felicia Hendricks   , 394   , 4  , 1958.59 , 2025-04-14
1470  , Laura Proctor       , 96    , 4  , 753.78  , 2025-02-23
1471  , Frank Burch         , 466   , 7  , 3150.35 , 2025-04-16
1472  , Stephanie Yoder     , 907   , 5  , 1761.39 , 2025-04-22
1473  , Trevor Jackson      , 27    , 9  , 2934.06 , 2025-03-06
1474  , Kirsten Harris      , 366   , 9  , 352.07  , 2025-04-28
1475  , Andrea Kramer       , 6     , 8  , 3181.63 , 2025-03-28
1476  , Lindsey Parks       , 517   , 8  , 3256.08 , 2025-02-24
1477  , Caitlin Smith       , 858   , 1  , 266.95  , 2025-03-04
1478  , Jennifer Salas      , 805   , 5  , 1247.87 , 2025-04-27
1479  , Eric Williams       , 739   , 5  , 507.17  , 2025-02-17
1480  , Kathryn Smith       , 748   , 10 , 403.86  , 2025-03-05
1481  , Daniel Jacobs       , 411   , 7  , 785.11  , 2025-03-23
1482  , Wendy Robinson DDS  , 736   , 3  , 390.69  , 2025-02-16
1483  , Ryan Riley          , 743   , 4  , 1406.22 , 2025-02-17
1484  , Donna Scott         , 175   , 7  , 1573.32 , 2025-05-14
1485  , Brenda Melton       , 654   , 5  , 1658.12 , 2025-02-25
1486  , Erin Nelson         , 384   , 7  , 2268.25 , 2025-02-14
1487  , Stephanie Trujillo  , 114   , 1  , 124.26  , 2025-02-22
1488  , Michele Morris      , 747   , 5  , 763.86  , 2025-03-07
1489  , Candace Peters      , 829   , 4  , 428.36  , 2025-03-15
1490  , Nicholas Morris     , 957   , 10 , 2339.95 , 2025-03-20
1491  , John Le             , 606   , 4  , 1475.62 , 2025-04-12
1492  , Tyrone Dalton       , 248   , 7  , 2934.42 , 2025-03-29
1493  , John Wright         , 621   , 10 , 1605.76 , 2025-03-26
1494  , George Reynolds     , 979   , 9  , 2130.59 , 2025-03-25
1495  , Nicole Jordan       , 399   , 4  , 89.75   , 2025-04-27
1496  , Ms. Nancy Rivera DVM, 679   , 5  , 2289.25 , 2025-03-09
1497  , Michael Gallegos    , 317   , 1  , 233.79  , 2025-05-03
1498  , Kelsey Williamson   , 267   , 4  , 411.41  , 2025-03-24
1499  , Jerry Lucas         , 836   , 7  , 1447.81 , 2025-03-07
1500  , Brenda Jackson MD   , 442   , 3  , 559.12  , 2025-04-25
1501  , Jason Martinez      , 872   , 4  , 1103.78 , 2025-04-24
1502  , Brittany Miller     , 1000  , 2  , 779.58  , 2025-03-17
1503  , Paige Robertson     , 387   , 6  , 1337.39 , 2025-04-11
1504  , Brandon Butler      , 8     , 8  , 937.76  , 2025-04-07
1505  , Ashley Smith        , 976   , 2  , 821.22  , 2025-03-19
1506  , Steven Thornton     , 161   , 7  , 1830.6  , 2025-03-23
1507  , Michael Williams    , 696   , 1  , 88.01   , 2025-03-29
1508  , Michael Morales     , 616   , 3  , 54.63   , 2025-03-26
1509  , Melissa Roberson    , 882   , 8  , 3988.29 , 2025-04-11
1510  , Isabel Frederick    , 996   , 2  , 916.3   , 2025-04-26
1511  , Patricia Rodriguez  , 244   , 7  , 3313.54 , 2025-02-27
1512  , Nancy Molina        , 53    , 10 , 3104.85 , 2025-03-31
1513  , Leonard Miller      , 38    , 5  , 1607.7  , 2025-02-26
1514  , Erin Jones          , 124   , 5  , 2402.93 , 2025-03-12
1515  , Alyssa Page         , 199   , 1  , 175.4   , 2025-04-13
1516  , Deborah Mitchell    , 9     , 4  , 936.75  , 2025-03-11
1517  , Jeff Smith          , 448   , 10 , 1437.86 , 2025-05-04
1518  , Heather Obrien      , 62    , 10 , 4643.56 , 2025-03-27
1519  , Tyler Riggs         , 264   , 3  , 938.51  , 2025-04-03
1520  , Rebecca Aguilar     , 476   , 4  , 1005.96 , 2025-03-24
1521  , Chelsea Hunter      , 420   , 3  , 54.12   , 2025-05-02
1522  , Tara Mays           , 696   , 10 , 880.09  , 2025-03-09
1523  , Brett Kirby         , 843   , 3  , 1003.11 , 2025-02-27
1524  , Cole Dudley         , 758   , 9  , 1520.85 , 2025-04-27
1525  , David Arellano      , 95    , 3  , 1143.84 , 2025-05-02
1526  , Jessica Dodson      , 476   , 10 , 2514.89 , 2025-03-25
1527  , Michael Brown       , 525   , 7  , 2899.61 , 2025-04-18
1528  , Mackenzie Walker    , 945   , 7  , 1543.55 , 2025-03-13
1529  , Andrea Williams     , 242   , 9  , 1539.01 , 2025-02-21
1530  , Monique Garcia      , 955   , 2  , 668.17  , 2025-03-31
1531  , Alexander Richards  , 287   , 9  , 2521.95 , 2025-04-20
1532  , Diana Chavez        , 738   , 2  , 853.6   , 2025-03-19
1533  , Miranda Moore       , 496   , 3  , 1099.05 , 2025-04-08
1534  , Anthony Gibbs       , 2     , 5  , 2391.18 , 2025-04-23
1535  , Shawn Newman        , 611   , 7  , 1918.7  , 2025-03-25
1536  , Allison Wallace     , 163   , 8  , 2184.03 , 2025-04-13
1537  , Timothy Bryant      , 274   , 2  , 153.04  , 2025-02-17
1538  , Cynthia Hendrix     , 750   , 6  , 1000.34 , 2025-04-26
1539  , Rebecca Sutton DDS  , 45    , 10 , 1395.78 , 2025-04-07
1540  , Erica Mcpherson     , 67    , 10 , 420.23  , 2025-04-27
1541  , Andrew Young        , 846   , 6  , 333.87  , 2025-03-05
1542  , Edward Martinez     , 190   , 10 , 419.21  , 2025-03-16
1543  , Jill Campbell       , 157   , 2  , 615.53  , 2025-03-16
1544  , James Davenport     , 580   , 7  , 1849.54 , 2025-04-11
1545  , Warren Klein        , 308   , 4  , 391.01  , 2025-02-14
1546  , Jaime Smith         , 298   , 6  , 641.26  , 2025-02-13
1547  , Heidi Freeman       , 785   , 5  , 1300.38 , 2025-03-11
1548  , Felicia Vaughan     , 533   , 1  , 191.91  , 2025-04-11
1549  , Susan Parker        , 447   , 7  , 1459.18 , 2025-04-02
1550  , Lynn Edwards        , 492   , 10 , 4037.39 , 2025-03-09
1551  , Ashlee Edwards      , 147   , 8  , 2436.75 , 2025-05-13
1552  , Christopher Kennedy , 871   , 6  , 1063.2  , 2025-02-20
1553  , Justin Johnson      , 823   , 4  , 685.99  , 2025-05-10
1554  , Christopher Pierce  , 192   , 5  , 949.01  , 2025-03-15
1555  , Deborah Alvarez     , 830   , 7  , 401.28  , 2025-04-14
1556  , Jennifer Miller     , 873   , 5  , 373.69  , 2025-05-11
1557  , Angela Graham       , 462   , 3  , 895.13  , 2025-05-03
1558  , Joshua Wang         , 652   , 3  , 228.66  , 2025-03-23
1559  , Katelyn Miller      , 597   , 8  , 442.07  , 2025-05-14
1560  , Benjamin Trujillo   , 650   , 9  , 1443.44 , 2025-03-31
1561  , Kyle Fritz          , 337   , 6  , 629.52  , 2025-02-15
1562  , Daniel Mccann       , 888   , 1  , 44.52   , 2025-03-27
1563  , Joseph Hansen       , 605   , 7  , 631.74  , 2025-04-23
1564  , Paul Marshall       , 310   , 6  , 1666.64 , 2025-03-09
1565  , Jerry Weiss         , 548   , 5  , 2387.88 , 2025-03-22
1566  , Crystal Lyons       , 644   , 2  , 490.75  , 2025-02-23
1567  , Dr. Amanda Aguilar  , 149   , 6  , 241.19  , 2025-04-23
1568  , Anna Jenkins        , 272   , 7  , 3426.73 , 2025-04-17
1569  , Valerie Briggs      , 557   , 3  , 51.62   , 2025-04-19
1570  , Ronald Smith        , 466   , 1  , 450.05  , 2025-02-21
1571  , Ricky Morgan        , 414   , 2  , 428.17  , 2025-04-09
1572  , Christopher Davis   , 718   , 5  , 669.16  , 2025-05-10
1573  , Sally Jackson       , 904   , 5  , 1786.05 , 2025-04-05
1574  , David Callahan      , 334   , 2  , 925.53  , 2025-05-01
1575  , Jacob Curry         , 682   , 4  , 1067.31 , 2025-04-08
1576  , Kim Mills           , 109   , 2  , 286.79  , 2025-05-07
1577  , Martha Taylor       , 522   , 2  , 85.87   , 2025-03-23
1578  , Maria Love          , 946   , 4  , 86.62   , 2025-04-16
1579  , Cynthia Yates       , 818   , 4  , 950.42  , 2025-03-04
1580  , Gregg Hines         , 373   , 1  , 21.85   , 2025-04-18
1581  , William Rose        , 621   , 7  , 1124.03 , 2025-04-12
1582  , Taylor Doyle        , 791   , 3  , 1017.97 , 2025-03-24
1583  , Kenneth Anderson    , 906   , 10 , 55.87   , 2025-04-10
1584  , Wendy Sherman       , 202   , 9  , 3448.09 , 2025-03-28
1585  , Mariah Weeks        , 242   , 4  , 684.0   , 2025-04-15
1586  , Amy Winters         , 370   , 9  , 598.59  , 2025-02-21
1587  , Brenda Freeman      , 804   , 9  , 2178.41 , 2025-04-23
1588  , Mary Ward           , 289   , 9  , 3829.19 , 2025-03-08
1589  , Jocelyn Phillips    , 961   , 1  , 322.22  , 2025-02-25
1590  , Frances Cummings    , 525   , 3  , 1242.69 , 2025-04-02
1591  , Thomas Braun        , 742   , 2  , 420.96  , 2025-03-22
1592  , Amber Shelton       , 40    , 2  , 464.02  , 2025-03-05
1593  , Diane Wilcox        , 40    , 1  , 232.01  , 2025-02-18
1594  , Dr. Francis Ward    , 878   , 7  , 2810.91 , 2025-03-03
1595  , Debra Jackson       , 303   , 1  , 20.67   , 2025-05-14
1596  , Patricia Taylor     , 435   , 5  , 2460.82 , 2025-03-05
1597  , Ryan Foster         , 488   , 6  , 363.11  , 2025-03-21
1598  , Thomas Hanson       , 919   , 2  , 680.49  , 2025-03-14
1599  , Melissa Lucas       , 348   , 5  , 2183.61 , 2025-04-02
1600  , Tanner Rogers       , 198   , 4  , 124.9   , 2025-05-01
1601  , Phillip Vega        , 234   , 9  , 1567.96 , 2025-04-19
1602  , Michelle Holland    , 161   , 4  , 1046.06 , 2025-02-14
1603  , Madeline Bates      , 288   , 5  , 2338.96 , 2025-05-10
1604  , Carla Bennett       , 597   , 4  , 221.03  , 2025-04-12
1605  , Richard Fisher      , 128   , 9  , 4232.85 , 2025-04-06
1606  , Lisa Green          , 565   , 3  , 1409.6  , 2025-04-27
1607  , Richard Bridges     , 838   , 7  , 1795.44 , 2025-04-20
1608  , Sandra Jones        , 906   , 8  , 44.7    , 2025-04-07
1609  , Dawn Rosales        , 99    , 7  , 1434.78 , 2025-04-10
1610  , Jose Campbell       , 191   , 8  , 3046.33 , 2025-04-14
1611  , Melissa Miranda     , 71    , 10 , 1652.58 , 2025-04-12
1612  , Kathleen Benson     , 902   , 6  , 2956.56 , 2025-03-09
1613  , Antonio Miller      , 81    , 3  , 766.32  , 2025-03-12
1614  , Allison Benson      , 14    , 5  , 289.4   , 2025-02-14
1615  , Benjamin Smith      , 284   , 3  , 63.74   , 2025-04-13
1616  , Cheyenne Torres     , 46    , 1  , 444.69  , 2025-03-03
1617  , Karen Anderson      , 656   , 7  , 2341.34 , 2025-04-25
1618  , Christopher Collins , 676   , 2  , 39.73   , 2025-05-12
1619  , Brian Ramirez       , 796   , 4  , 1131.07 , 2025-02-17
1620  , Nathaniel Jacobson  , 623   , 5  , 136.97  , 2025-04-05
1621  , William Mills       , 507   , 2  , 487.34  , 2025-04-24
1622  , Ryan Jones          , 393   , 1  , 190.08  , 2025-05-04
1623  , Jennifer Keller     , 581   , 10 , 3571.53 , 2025-02-27
1624  , Charles Davis       , 568   , 6  , 332.96  , 2025-04-20
1625  , Holly Allen         , 670   , 6  , 1707.87 , 2025-05-05
1626  , Heidi Anderson      , 317   , 9  , 2104.09 , 2025-02-15
1627  , Jeremy Richards     , 161   , 3  , 784.54  , 2025-05-11
1628  , Andrea Pearson      , 318   , 5  , 1754.13 , 2025-04-14
1629  , Joseph Wallace      , 35    , 4  , 1106.42 , 2025-05-11
1630  , Jacob Smith         , 661   , 6  , 2781.34 , 2025-03-31
1631  , Thomas Taylor       , 991   , 7  , 545.35  , 2025-03-11
1632  , Gina Walker         , 153   , 3  , 1490.15 , 2025-04-14
1633  , Charles Smith       , 294   , 9  , 829.38  , 2025-04-06
1634  , Joshua Gilbert      , 326   , 2  , 113.4   , 2025-04-05
1635  , Anna Jones          , 650   , 4  , 641.53  , 2025-04-27
1636  , William May         , 705   , 10 , 3911.01 , 2025-04-25
1637  , Michael Richmond    , 301   , 2  , 404.75  , 2025-03-15
1638  , Kayla Rush          , 251   , 4  , 900.68  , 2025-05-03
1639  , Jennifer Kennedy    , 352   , 8  , 3558.06 , 2025-05-01
1640  , Stephanie Wallace   , 18    , 9  , 852.53  , 2025-05-01
1641  , Aaron Walls         , 900   , 10 , 4686.55 , 2025-03-05
1642  , Caleb Ford          , 105   , 1  , 439.66  , 2025-03-29
1643  , Melinda Jacobson    , 88    , 5  , 1008.78 , 2025-03-09
1644  , Chelsea Griffith    , 950   , 6  , 660.24  , 2025-03-07
1645  , Caleb Jackson       , 62    , 5  , 2321.78 , 2025-03-16
1646  , Richard Moreno      , 181   , 4  , 1170.26 , 2025-04-16
1647  , Terry Hahn          , 25    , 7  , 1341.17 , 2025-05-04
1648  , Elizabeth Lee       , 994   , 1  , 474.39  , 2025-04-14
1649  , Lori King           , 52    , 8  , 3914.29 , 2025-04-14
1650  , Anthony Robinson    , 736   , 1  , 130.23  , 2025-03-23
1651  , John Macdonald      , 180   , 2  , 152.8   , 2025-04-06
1652  , Steve King          , 557   , 5  , 86.03   , 2025-04-25
1653  , Taylor Sweeney      , 609   , 1  , 316.8   , 2025-04-01
1654  , Sydney Lam          , 519   , 8  , 2429.67 , 2025-02-15
1655  , Christopher Reyes   , 56    , 3  , 1449.39 , 2025-03-20
1656  , Cody Fisher         , 451   , 8  , 200.0   , 2025-03-12
1657  , Stephanie Mason     , 522   , 10 , 429.37  , 2025-02-13
1658  , James Nichols MD    , 41    , 3  , 580.82  , 2025-04-05
1659  , Paul Lindsey        , 616   , 9  , 163.89  , 2025-04-17
1660  , Carl Hall           , 880   , 10 , 4986.05 , 2025-04-04
1661  , Joseph Young        , 521   , 1  , 54.42   , 2025-04-07
1662  , Benjamin Andrews    , 637   , 4  , 992.29  , 2025-03-30
1663  , Karen Owen          , 941   , 9  , 1639.15 , 2025-03-15
1664  , Robert Smith        , 412   , 3  , 441.92  , 2025-03-18
1665  , James Martin        , 542   , 9  , 2185.9  , 2025-04-06
1666  , Russell Thompson    , 131   , 3  , 483.42  , 2025-04-05
1667  , Andrew Miller       , 112   , 3  , 729.65  , 2025-03-06
1668  , Ryan Kane           , 149   , 4  , 160.79  , 2025-03-31
1669  , Chad Fisher         , 542   , 3  , 728.63  , 2025-03-29
1670  , Heather Nunez       , 37    , 2  , 685.18  , 2025-04-22
1671  , Matthew Lindsey     , 374   , 10 , 1691.48 , 2025-04-26
1672  , Natalie Miles       , 690   , 9  , 1499.63 , 2025-03-15
1673  , Steven Jones        , 525   , 3  , 1242.69 , 2025-02-22
1674  , Walter Haynes       , 23    , 5  , 2314.04 , 2025-05-05
1675  , Ryan Love           , 353   , 1  , 53.29   , 2025-05-01
1676  , Lee Mathis          , 246   , 9  , 4175.12 , 2025-03-03
1677  , Joshua Smith        , 686   , 6  , 2956.22 , 2025-04-30
1678  , Lisa Mendoza        , 520   , 6  , 2947.66 , 2025-02-21
1679  , Alexander Richardson, 697   , 9  , 654.38  , 2025-04-06
1680  , Robert Holland      , 955   , 2  , 668.17  , 2025-03-31
1681  , Monica Camacho      , 698   , 10 , 4306.34 , 2025-02-28
1682  , Faith Taylor        , 851   , 7  , 2044.04 , 2025-05-11
1683  , David Gentry        , 548   , 2  , 955.15  , 2025-05-09
1684  , Alyssa Elliott DDS  , 2     , 10 , 4782.37 , 2025-04-06
1685  , Jennifer Norris     , 786   , 6  , 2428.65 , 2025-04-03
